id,keywords
64382,"[{'id': 10325, 'name': 'mistaken identity'}, {'id': 157258, 'name': 'british high society'}, {'id': 160962, 'name': 'stepmother stepdaughter relationship'}, {'id': 188991, 'name': 'drunkenness'}, {'id': 191790, 'name': 'debutante'}]"
39448,[]
890,"[{'id': 236, 'name': 'suicide'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 572, 'name': 'sex'}, {'id': 725, 'name': 'lovesickness'}, {'id': 931, 'name': 'jealousy'}, {'id': 1201, 'name': 'austria'}, {'id': 1605, 'name': 'new love'}, {'id': 1842, 'name': 'village life'}, {'id': 2802, 'name': 'mountain village'}, {'id': 3725, 'name': 'pregnancy and birth'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4570, 'name': 'vorarlberg'}, {'id': 4572, 'name': 'organ'}, {'id': 4573, 'name': 'down syndrome'}, {'id': 5331, 'name': 'village'}, {'id': 6027, 'name': 'music'}, {'id': 6257, 'name': 'genius'}, {'id': 10794, 'name': 'snow'}, {'id': 11004, 'name': 'rural setting'}, {'id': 14527, 'name': 'storm'}, {'id': 14765, 'name': 'church'}, {'id': 160175, 'name': 'alps'}, {'id': 161207, 'name': 'catholicism'}]"
116356,[]
427043,[]
146341,[]
9305,"[{'id': 3126, 'name': 'ant'}, {'id': 4166, 'name': 'biotope'}, {'id': 5705, 'name': 'grasshopper'}, {'id': 187056, 'name': 'woman director'}]"
102461,[]
36998,"[{'id': 4573, 'name': 'down syndrome'}, {'id': 10267, 'name': 'comedy'}]"
4480,"[{'id': 1649, 'name': 'provence'}, {'id': 2851, 'name': 'avarice'}, {'id': 4933, 'name': 'battle for power'}, {'id': 7199, 'name': 'source'}, {'id': 10226, 'name': 'neighbor'}]"
4481,"[{'id': 1649, 'name': 'provence'}, {'id': 1872, 'name': 'loss of father'}, {'id': 7199, 'name': 'source'}, {'id': 9748, 'name': 'revenge'}]"
49688,"[{'id': 185722, 'name': 'based on true events'}]"
79306,"[{'id': 3522, 'name': 'snowboarding'}, {'id': 9935, 'name': 'travel'}, {'id': 159558, 'name': 'skiing'}]"
104931,[]
4483,"[{'id': 254, 'name': 'france'}, {'id': 851, 'name': 'dual identity'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1308, 'name': 'secret identity'}, {'id': 2547, 'name': 'new identity'}, {'id': 5565, 'name': 'biography'}, {'id': 41406, 'name': 'middle ages'}]"
18919,"[{'id': 490, 'name': 'philosophy'}, {'id': 634, 'name': 'soul'}, {'id': 2343, 'name': 'magic'}, {'id': 3530, 'name': 'prague'}, {'id': 6300, 'name': 'puppet'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10183, 'name': 'independent film'}, {'id': 14531, 'name': 'play'}, {'id': 14999, 'name': 'devil'}, {'id': 33401, 'name': 'master'}, {'id': 33783, 'name': 'dark'}, {'id': 156174, 'name': 'occult'}, {'id': 158690, 'name': 'clay'}, {'id': 163110, 'name': 'theater'}, {'id': 202682, 'name': 'lured'}]"
61461,"[{'id': 6139, 'name': 'innocence'}]"
659,"[{'id': 74, 'name': 'germany'}, {'id': 236, 'name': 'suicide'}, {'id': 291, 'name': 'circus'}, {'id': 596, 'name': 'adultery'}, {'id': 1525, 'name': 'puberty'}, {'id': 1813, 'name': 'toxication'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2087, 'name': 'lolita'}, {'id': 2587, 'name': 'married couple'}, {'id': 2652, 'name': 'nazis'}, {'id': 2783, 'name': ""family's daily life""}, {'id': 3321, 'name': 'childhood memory'}, {'id': 3406, 'name': 'fall from staircase'}, {'id': 3407, 'name': 'suffocation'}, {'id': 3409, 'name': 'gdansk'}, {'id': 3410, 'name': 'kaschubia'}, {'id': 3568, 'name': 'lone wolf'}, {'id': 10183, 'name': 'independent film'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 156195, 'name': 'family feud'}, {'id': 193008, 'name': 'red army'}, {'id': 209966, 'name': 'new german cinema'}]"
86369,"[{'id': 10267, 'name': 'comedy'}]"
8074,"[{'id': 2957, 'name': 'vietnam war'}, {'id': 10183, 'name': 'independent film'}, {'id': 155167, 'name': 'cult director'}, {'id': 180751, 'name': 'nursery'}, {'id': 180754, 'name': 'film-essay'}, {'id': 180756, 'name': 'quotation'}]"
11216,"[{'id': 629, 'name': 'sicily'}, {'id': 1388, 'name': 'cinema'}, {'id': 2793, 'name': 'film director'}, {'id': 5091, 'name': 'kiss'}, {'id': 10683, 'name': 'coming of age'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 173719, 'name': 'haunted by the past'}, {'id': 179428, 'name': 'censorship'}, {'id': 185352, 'name': 'movie theatre'}, {'id': 187844, 'name': 'flashback'}]"
64567,[]
892,"[{'id': 1252, 'name': 'suicide attempt'}, {'id': 1353, 'name': 'underground'}, {'id': 3152, 'name': 'planned murder'}, {'id': 3199, 'name': 'clown'}, {'id': 4452, 'name': 'butcher'}, {'id': 4457, 'name': ""butcher's shop""}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4459, 'name': 'vegetarian'}, {'id': 4460, 'name': 'terror cell'}, {'id': 4565, 'name': 'dystopia'}]"
1600,"[{'id': 2446, 'name': 'krakow'}, {'id': 2690, 'name': 'heart disease'}, {'id': 3864, 'name': 'false identity'}, {'id': 4653, 'name': 'french'}, {'id': 6027, 'name': 'music'}, {'id': 6300, 'name': 'puppet'}, {'id': 10183, 'name': 'independent film'}, {'id': 21747, 'name': 'poland'}, {'id': 161891, 'name': 'doppelganger'}, {'id': 172442, 'name': 'parallel lives'}, {'id': 212914, 'name': 'warsaw'}]"
38251,"[{'id': 1956, 'name': 'world war ii'}, {'id': 2041, 'name': 'island'}, {'id': 6092, 'name': 'army'}, {'id': 174363, 'name': 'greek island'}, {'id': 174379, 'name': 'italian army'}]"
2469,"[{'id': 378, 'name': 'prison'}, {'id': 1591, 'name': 'ex-detainee'}, {'id': 2727, 'name': 'porn actor'}, {'id': 4952, 'name': 'inferiority complex'}]"
429,"[{'id': 801, 'name': 'bounty hunter'}, {'id': 972, 'name': 'refugee'}, {'id': 1321, 'name': 'gold'}, {'id': 2095, 'name': 'anti hero'}, {'id': 2125, 'name': 'gallows'}, {'id': 2708, 'name': 'hitman'}, {'id': 6092, 'name': 'army'}, {'id': 9503, 'name': 'outlaw'}, {'id': 10950, 'name': 'shootout'}, {'id': 11426, 'name': 'moral ambiguity'}, {'id': 156212, 'name': 'spaghetti western'}]"
335,"[{'id': 797, 'name': 'showdown'}, {'id': 800, 'name': 'bounty'}, {'id': 801, 'name': 'bounty hunter'}, {'id': 963, 'name': 'loss of brother'}, {'id': 1647, 'name': 'sadness'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2089, 'name': 'harmonica'}, {'id': 2095, 'name': 'anti hero'}, {'id': 2096, 'name': 'auction'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4402, 'name': 'peasant'}, {'id': 6255, 'name': 'insanity'}, {'id': 156212, 'name': 'spaghetti western'}]"
